held_out_source,method,campaign_id,rows,ndcg5,hit5,precision5,recall5
attack_flow,A,Black Basta Ransomware,24,0.18801234387089305,0.4583333333333333,0.11666666666666668,0.22916666666666666
attack_flow,A,CISA AA22-138B VMWare Workspace (Alt),8,0.47888372458517886,1.0,0.275,0.6041666666666666
attack_flow,A,CISA AA22-138B VMWare Workspace (TA1),8,0.2356824851964359,0.625,0.125,0.20833333333333331
attack_flow,A,CISA AA22-138B VMWare Workspace (TA2),10,0.6240870419971362,1.0,0.26,0.55
attack_flow,A,CISA Iranian APT,21,0.3604143316012496,0.9047619047619048,0.2285714285714286,0.44444444444444436
attack_flow,A,Cobalt Kitty Campaign,11,0.22995960528316403,0.5454545454545454,0.16363636363636364,0.36363636363636365
attack_flow,A,Conti CISA Alert,5,0.04692787260227564,0.2,0.04,0.06666666666666667
attack_flow,A,Conti PWC,3,0.07821312100379274,0.3333333333333333,0.06666666666666667,0.1111111111111111
attack_flow,A,Conti Ransomware,14,0.25924423791827483,0.6428571428571429,0.14285714285714285,0.32142857142857145
attack_flow,A,DFIR - BumbleBee Round 2,12,0.14724003843377229,0.5,0.11666666666666668,0.20833333333333334
attack_flow,A,Equifax Breach,8,0.09671320180863541,0.25,0.05,0.1875
attack_flow,A,FIN13 Case 1,28,0.09895008419712374,0.2857142857142857,0.0642857142857143,0.1130952380952381
attack_flow,A,FIN13 Case 2,13,0.07195801500737653,0.23076923076923078,0.04615384615384616,0.08974358974358973
attack_flow,A,Gootloader,28,0.14385205204059606,0.39285714285714285,0.07857142857142858,0.22023809523809526
attack_flow,A,Hancitor DLL,18,0.31355529807201626,0.8333333333333334,0.1888888888888889,0.32407407407407407
attack_flow,A,Ivanti Vulnerabilities,5,0.19927570298656513,0.6,0.16,0.26666666666666666
attack_flow,A,JP Morgan Breach,8,0.059299428192324054,0.25,0.05,0.125
attack_flow,A,MITRE NERVE,7,0.20216100763677208,0.5714285714285714,0.1142857142857143,0.3095238095238095
attack_flow,A,Maastricht University Ransomware,10,0.28580691743444764,0.7,0.2,0.35
attack_flow,A,Mac Malware Steals Crypto,3,0.31285248401517096,0.6666666666666666,0.13333333333333333,0.2222222222222222
attack_flow,A,Marriott Breach,4,0.21467247075380402,0.75,0.15000000000000002,0.4583333333333333
attack_flow,A,Muddy Water,8,0.2769753375142566,0.5,0.125,0.2916666666666667
attack_flow,A,NotPetya,13,0.06560983577389666,0.23076923076923078,0.04615384615384616,0.07692307692307693
attack_flow,A,OceanLotus,20,0.19105717278870785,0.55,0.13,0.275
attack_flow,A,REvil,18,0.01644899505365918,0.05555555555555555,0.011111111111111112,0.018518518518518517
attack_flow,A,Ragnar Locker,12,0.16154645433712608,0.3333333333333333,0.06666666666666667,0.13888888888888887
attack_flow,A,SWIFT Heist,4,0.17769707234595608,0.75,0.15000000000000002,0.29166666666666663
attack_flow,A,SearchAwesome Adware,10,0.2659165496040571,0.7,0.14,0.31666666666666665
attack_flow,A,Shamoon,18,0.14158338758968497,0.3333333333333333,0.06666666666666668,0.1111111111111111
attack_flow,A,SolarWinds,16,0.04451644165716226,0.1875,0.037500000000000006,0.0625
attack_flow,A,Sony Malware,12,0.03910656050189637,0.08333333333333333,0.016666666666666666,0.027777777777777776
attack_flow,A,Target Breach,8,0.025263418312568446,0.125,0.025,0.041666666666666664
attack_flow,A,Tesla Kubernetes Breach,3,0.0,0.0,0.0,0.0
attack_flow,A,Uber Breach,6,0.0,0.0,0.0,0.0
attack_flow,A,WhisperGate,16,0.12443810650505094,0.3125,0.0625,0.125
attack_flow,B0,Black Basta Ransomware,24,0.2808553449799804,0.5833333333333334,0.1416666666666667,0.2916666666666667
attack_flow,B0,CISA AA22-138B VMWare Workspace (Alt),8,0.1923548437361893,0.625,0.125,0.22916666666666666
attack_flow,B0,CISA AA22-138B VMWare Workspace (TA1),8,0.3266433990956823,0.625,0.125,0.3125
attack_flow,B0,CISA AA22-138B VMWare Workspace (TA2),10,0.3095266887113773,0.7,0.22000000000000003,0.4
attack_flow,B0,CISA Iranian APT,21,0.3310414436926385,0.7619047619047619,0.21904761904761907,0.40476190476190477
attack_flow,B0,Cobalt Kitty Campaign,11,0.4052481891223321,0.5454545454545454,0.16363636363636364,0.37878787878787884
attack_flow,B0,Conti CISA Alert,5,0.09385574520455128,0.2,0.04,0.06666666666666667
attack_flow,B0,Conti PWC,3,0.15642624200758548,0.3333333333333333,0.06666666666666667,0.1111111111111111
attack_flow,B0,Conti Ransomware,14,0.2122479786140691,0.5714285714285714,0.1285714285714286,0.2857142857142857
attack_flow,B0,DFIR - BumbleBee Round 2,12,0.37696618018987266,0.6666666666666666,0.20000000000000004,0.4166666666666667
attack_flow,B0,Equifax Breach,8,0.09166835607441842,0.25,0.05,0.10416666666666666
attack_flow,B0,FIN13 Case 1,28,0.22136929326188928,0.5714285714285714,0.14285714285714285,0.2738095238095238
attack_flow,B0,FIN13 Case 2,13,0.18388610302981462,0.6153846153846154,0.13846153846153847,0.24358974358974358
attack_flow,B0,Gootloader,28,0.3109733912819187,0.5,0.12142857142857144,0.27976190476190477
attack_flow,B0,Hancitor DLL,18,0.3747720605761966,0.8333333333333334,0.23333333333333334,0.4074074074074074
attack_flow,B0,Ivanti Vulnerabilities,5,0.3177920307470178,0.8,0.24000000000000005,0.4333333333333333
attack_flow,B0,JP Morgan Breach,8,0.0,0.0,0.0,0.0
attack_flow,B0,MITRE NERVE,7,0.3104566878652702,0.5714285714285714,0.17142857142857146,0.2857142857142857
attack_flow,B0,Maastricht University Ransomware,10,0.4240873278140274,1.0,0.24000000000000005,0.5166666666666666
attack_flow,B0,Mac Malware Steals Crypto,3,0.19525216184614927,0.6666666666666666,0.20000000000000004,0.3333333333333333
attack_flow,B0,Marriott Breach,4,0.0,0.0,0.0,0.0
attack_flow,B0,Muddy Water,8,0.7408215693473638,0.875,0.325,0.7708333333333334
attack_flow,B0,NotPetya,13,0.14884122822910298,0.46153846153846156,0.1076923076923077,0.17948717948717946
attack_flow,B0,OceanLotus,20,0.23195723912809196,0.4,0.13,0.25
attack_flow,B0,REvil,18,0.10428416133839032,0.2222222222222222,0.044444444444444446,0.07407407407407407
attack_flow,B0,Ragnar Locker,12,0.21066965282484654,0.25,0.08333333333333333,0.2222222222222222
attack_flow,B0,SWIFT Heist,4,0.14943073702152088,0.5,0.15000000000000002,0.25
attack_flow,B0,SearchAwesome Adware,10,0.07467327241126057,0.4,0.08,0.13333333333333333
attack_flow,B0,Shamoon,18,0.04034262056385615,0.2222222222222222,0.044444444444444446,0.07407407407407407
attack_flow,B0,SolarWinds,16,0.04966806158142569,0.125,0.025,0.05208333333333333
attack_flow,B0,Sony Malware,12,0.14757664692858122,0.4166666666666667,0.08333333333333333,0.13888888888888887
attack_flow,B0,Target Breach,8,0.2599027813239467,0.5,0.125,0.25
attack_flow,B0,Tesla Kubernetes Breach,3,0.5274753062627383,1.0,0.20000000000000004,0.611111111111111
attack_flow,B0,Uber Breach,6,0.33683056180562126,0.6666666666666666,0.13333333333333333,0.25
attack_flow,B0,WhisperGate,16,0.2656535311228367,0.6875,0.17500000000000002,0.32291666666666663
attack_flow,RGAF,Black Basta Ransomware,24,0.2808553449799804,0.5833333333333334,0.1416666666666667,0.2916666666666667
attack_flow,RGAF,CISA AA22-138B VMWare Workspace (Alt),8,0.16966211966902023,0.5,0.1,0.1875
attack_flow,RGAF,CISA AA22-138B VMWare Workspace (TA1),8,0.3266433990956823,0.625,0.125,0.3125
attack_flow,RGAF,CISA AA22-138B VMWare Workspace (TA2),10,0.2860627524102395,0.6,0.2,0.36666666666666664
